OIDN,UIDN,CODSEC,NISCODE,SEC,SECNAAM,LENGTE,OPPERVL
1278,39697,11002U69-,11002,U69-,KLAVERBLAD,3890.24,813902.36
1356,39730,11008A0BJ,11008,A0BJ,HEUVELS - RIETBEEMDEN,4476.76,818715.88
1361,39733,11008A19-,11008,A19-,EIKELENBERG,9000.53,3337743.75
128,39967,11050A052,11050,A052,FORT,2668.7,343283.42
129,39968,11050A073,11050,A073,DEN HOEK,6577.16,1082243.22
1371,39735,11008A381,11008,A381,DE MIK,10091.63,4334007.51
1372,39736,11008A3MB,11008,A3MB,GROOT SCHIETVELD,5941.72,1925368.09
1375,39738,11008A49-,11008,A49-,LEENHEIDE - KATERHEIDE,6600.59,1617124.31
1377,39740,11008A510,11008,A510,TER BORCHT - VOSHOL,8856.58,3077310.38
1378,39741,11008A59-,11008,A59-,PEERDSBOS,6637.31,1116382.03
1387,39743,11009A0QC,11009,A0QC,STAPELHEIDE - NOLLEKENS,16493.46,4684173.58
1450,39783,11016A291,11016,A291,SCHANKER - SCHAM,17762.12,5737356.9
1452,39784,11016A391,11016,A391,NOORDENEIND - ROUWMOERHOEF - WATERWINNING,16541.98,4960675
1454,39785,11016A401,11016,A401,STATION,3186.34,209453.21
1466,39790,11018A070,11018,A070,HERBEKE - TERLOCHT,6177.22,1344820.41
1469,39792,11018A111,11018,A111,KERKENEINDE,2524.95,184511.82
1474,39795,11018A1MJ,11018,A1MJ,NIJVERHEIDSZONE - SCHELDE-Z.,5424.18,883851.32
1477,39797,11021A02-,11021,A02-,KLEINE MIJL,2643.58,374101.55
1479,39799,11021A04-,11021,A04-,RATTENNEST,3477.32,579160.92
1480,39800,11021A052,11021,A052,FRUITHOUT-ZUID,1627.6,121147.47
1481,39801,11021A062,11021,A062,VELDKANT,6051.55,1216697.41
1482,39802,11021A081,11021,A081,FRUITHOUT,2421.98,320718.68
1483,39803,11021A091,11021,A091,VELDKANT-VERSPREIDE BEWONING,3702.92,557491.48
5,39895,11035D082,11035,D082,BOLLAAK,9644.99,1041798.98
11,39898,1103710PQ,11037,10PQ,OUDE NETE-ARM,3983.48,240426.13
17,39902,11037A0ON,11037,A0ON,RUMST-CENTRUM,3273.98,453696.74
19,39903,11037A19-,11037,A19-,LAZERNIJ - HOGE VOSBERG,11043.92,2389211.64
23,39905,11037B091,11037,B091,STEENBAKKERIJEN,8852.57,1308893.42
27,39906,11037C081,11037,C081,REET-VERSPR. BEW.-ZUIDWEST,5612.92,1270061.38
28,39907,11037C090,11037,C090,MORENHOEK - BEURS,12820.92,3729476.9
31,39910,11037C12-,11037,C12-,TURKIJE,2516.63,345203.3
136,39975,11052A00-,11052,A00-,WOMMELGEM-CENTRUM,2874.83,300710.21
140,39977,11052A041,11052,A041,HERENTALSE BAAN,4492.9,658289.46
143,39979,11052A08-,11052,A08-,KAPELLEVELD,5853.36,742142.83
144,39980,11052A091,11052,A091,VERBRANDHOF - DE STOMME,10481.72,1838663.05
149,39983,11052A191,11052,A191,IMMERSEELVELD,3162.36,389577.53
153,39985,11052A290,11052,A290,GUDDEGEM,4753.04,914613.81
157,39988,11053A02-,11053,A02-,BREKELEN,4594.57,558404.67
161,39990,11053A091,11053,A091,STERBOS,26717.94,13522801.45
162,39991,11053A101,11053,A101,GOOREIND-KERN,4041.63,605877.13
168,39993,11053A1PA,11053,A1PA,AKKERVEKEN,18464.28,5824078.2
207,40014,11054C01-,11054,C01-,ZANDHEIDE - KEULSE BAAN,3134.94,310602.3
209,40016,11054C0AA,11054,C0AA,SLANGENBOS,2127.08,161719.07
210,40017,11054C0PA,11054,C0PA,KRABBELS,9782.75,2733827.92
211,40018,11054C112,11054,C112,MENKHOEVEN-OOST,4929.96,1128892.7
254,40044,11056A05-,11056,A05-,MOLENSTRAAT,2160.64,160015.38
212,40019,11054C19-,11054,C19-,NEDERVIERSEL,8031.14,2306016.55
216,40020,11054D0PA,11054,D0PA,DE BERGEN,11950.26,2155864.8
221,40021,11054E08-,11054,E08-,LAMMERENBERG,5813.83,850507.75
224,40023,11055A02-,11055,A02-,KREKELENBERG-VOORNE-MEERHEIDE,5934.82,1779493.18
225,40024,11055A03-,11055,A03-,HET GELEG,5240.99,1293263.25
228,40026,11055A0PN,11055,A0PN,EINHOVEN,11876.63,3859157.03
229,40027,11055A10-,11055,A10-,SINT-ANTONIUS-KERN,3672.04,388951.52
231,40029,11055A142,11055,A142,JUKSCHOT,3833.86,602740.03
232,40030,11055A152,11055,A152,DE KNOD,5617.53,932722.35
233,40031,11055A181,11055,A181,KWIKAARD,5151.71,1225242.26
235,40033,11055A213,11055,A213,RISSCHOT,5802.14,1818786.04
649,40228,12034A112,12034,A112,PAPAART,3874.87,556324.64
652,40230,12034B010,12034,B010,MEIR,3789.51,349197.11
655,40231,12034B091,12034,B091,OPPUURS-VERSPREIDE BEWONING,22017.19,3762337.15
659,40232,12034C091,12034,C091,LIPPELO-VERSPREIDE BEW0NING,15163.47,3469222.61
664,40233,12035A042,12035,A042,ST.-KATELIJNE-WAVER - STATION,3537.46,546485.95
668,40236,12035A101,12035,A101,PASBURG,3486.08,390660.07
675,40239,12035A244,12035,A244,NETELDAL,4642.37,646888.54
683,40241,12035B0PA,12035,B0PA,O.L.VROUW WAVER-VERSPR.BEW.,29135.47,10342474.53
688,40243,12040A071,12040,A071,ASED,4630.24,647334.32
690,40245,12040A0PA,12040,A0PA,BIEZENWEIDEN,8413.08,2454404.86
691,40246,12040A10-,12040,A10-,KLEIN WILLEBROEK,2505.9,295850.58
694,40249,12040A23-,12040,A23-,DE KEL,2780.87,87290.59
695,40250,12040A243,12040,A243,MEERHOF,2891.17,287996.25
703,40252,12040A433,12040,A433,KREWEG,1986.67,108218.31
706,40253,12040B090,12040,B090,HEINDONK-VERSPREIDE BEWONING,11750.24,3492270.49
831,40317,13008A491,13008,A491,OOSTERLO-VERSPREIDE BEWONING,15960.87,3529678.93
832,40318,13008A50-,13008,A50-,ZAMMEL-KERN,3824.1,528933.08
835,40320,13008A591,13008,A591,ZAMMEL-ZUID,7303.98,1290532.4
842,40323,13008A78-,13008,A78-,LARUM-NOORD,10562.9,5070957.93
843,40324,13008A79-,13008,A79-,VELVEKE,12839.91,4946098.72
849,40326,13008A892,13008,A892,HOLVEN -HEIBLOEM-VERSPR. BEW.,35439.46,16173463.04
855,40327,13008A981,13008,A981,CELGUIS-MALES,20601.05,6783905.77
867,40331,13010A0PA,13010,A0PA,BOSHOVEN - TROON,19137.43,6060375.83
868,40332,13010A10-,13010,A10-,LINDEKENS,3716.35,778056.15
871,40334,13010A1NV,13010,A1NV,KLEIN GENT,3433.91,490311.97
872,40335,13010A1PR,13010,A1PR,HOOIDONK-BEVERDONK,6841.79,1735192.38
873,40336,13010A1QV,13010,A1QV,GOORKENS,9283.38,2530291.95
881,40342,13010B044,13010,B044,PARK,3525.69,577726.54
1064,39590,11002E5MJ,11002,E5MJ,SPAGHETTIKNOOP (KIEL),6440.14,1005728.95
866,39591,13010A0MA,13010,A0MA,,4026.55,792415.18
997,39626,11001A091,11001,A091,KLEISTRAAT - OEVER,10029.2,2190551.17
1561,39842,11024A210,11024,A210,NIEUW KONTICH,3724.86,447568.89
1320,39709,11004B081,11004,B081,TOEFFELHOEK,9688.92,2155464.33
1321,39710,11004B090,11004,B090,BLOEMENHOF - VREMDERMOLEN,10007.53,2551393.46
1587,39863,11029A07-,11029,A07-,VREDEBAAN,1543.28,115190.74
1325,39713,11005A02-,11005,A02-,DE HOEK,3991.49,668903.88
1326,39714,11005A03-,11005,A03-,BOOM STATION-F. DE SCHUTTERL.,2424.36,313902.12
1331,39717,11005A10-,11005,A10-,BOSSTRAAT,2890.64,157879.21
1327,39715,11005A04-,11005,A04-,NOEVEREN,4521.59,685329.63
1340,39721,11005A30-,11005,A30-,PERTSGAD,3198.42,473709.08
1329,39716,11005A072,11005,A072,INDUSTRIE,6039.27,1075491.68
1344,39724,11007A020,11007,A020,ACHTERROT,4346.69,573673.87
1346,39726,11007A04-,11007,A04-,OUDE SPRINKHAAN,2690.65,418011.08
1347,39727,11007A080,11007,A080,SCHOENDONK,4369.24,660289.31
1360,39732,11008A12-,11008,A12-,HOGE KAART,2990.91,451765.74
1348,39728,11007A09-,11007,A09-,FORT 3,6286.25,1071268.52
1383,39742,11009A042,11009,A042,HENSEL,3746.24,382243.58
1420,39762,11013A01-,11013,A01-,MUSSENBURG,3684.62,623865.65
1421,39763,11013A02-,11013,A02-,BUIZEGEM,3556.2,747468.55
1423,39765,11013A040,11013,A040,BOERENLEGER,4674.1,923575.79
1588,39864,11029A10-,11029,A10-,MORTSEL - DORP,2938.78,444017.18
1425,39767,11013A090,11013,A090,HOF TER LINDEN,5411.45,937678.24
1430,39770,11013A142,11013,A142,AAN DE HOEVE,2958.71,411058.05
1432,39772,11013A19-,11013,A19-,DRIE EIKEN,6157.07,1935247.33
1433,39773,11013A20-,11013,A20-,TER BEKE,2394.04,241930.31
1435,39775,11016A000,11016,A000,ESSEN-CENTRUM,3681.27,515129.81
1437,39776,11016A021,11016,A021,KLOOSTERSTRAAT-OOST,2519.06,197298.71
1440,39778,11016A091,11016,A091,SPIJKER - ZANDSTRAAT,10872.69,4644042.49
774,40287,13003B08-,13003,B08-,LICHTENBOS,3427.28,530714.92
1443,39779,11016A180,11016,A180,VISSENHEUVEL - ZILVEREN HOEK,13450.36,4830196.89
1444,39780,11016A191,11016,A191,WILDVEN,8424.56,1751149.55
1448,39781,11016A273,11016,A273,INDUSTRIEZONE,2918.23,492481.21
1523,39825,11023A03-,11023,A03-,HOEVENSE BAAN,4630.48,523512.09
1527,39826,11023A08-,11023,A08-,KAPELLEN VERSPR. BEW.-WEST,10027.99,2987027.03
1560,39841,11024A200,11024,A200,KONTICH - KAZERNEN,3142.89,522365.99
1529,39827,11023A10-,11023,A10-,PUTTE-CENTRUM,6135.96,544592.35
1533,39830,11023A191,11023,A191,ERTBRAND - FORT,14921.9,4121066.53
1534,39831,11023A200,11023,A200,KAPELLENBOS-CENTRUM,9926.75,4363885.78
1535,39832,11023A212,11023,A212,GOLF,9040.64,2508207.09
1542,39836,11023B391,11023,B391,VLOEIENDE,2837.17,367170.58
1552,39838,11024A09-,11024,A09-,KONTICH - VERSPR. BEW.-NOORD,6670.51,1046785.93
1557,39839,11024A191,11024,A191,KEIZERSHOEK-RIJKEROOI-VALVEKEN,14918.83,3192989.08
1618,39884,11035A10-,11035,A10-,MILLEGEM,5196.23,1141277.69
1620,39886,11035A29-,11035,A29-,SCHAWIJK,5082.73,1224656.96
1622,39887,11035A39-,11035,A39-,TUSSEN MAAS EN MOOR -HOGE AARD,9325.12,1433812.92
1628,39888,11035B080,11035,B080,BOLKERHOEVE,5310.06,1452165.93
1630,39890,11035B19-,11035,B19-,HALSE HOEK,8078.66,3562105.59
1638,39893,11035C19-,11035,C19-,MOLLENT,5543.02,1464120.69
57,39927,11039A23-,11039,A23-,HEIDEMOLEN,5146.55,1546046.9
58,39928,11039A28-,11039,A28-,DEN DRIJHOEK-ZUID,5434.16,1258606.96
64,39930,11039B08-,11039,B08-,'S GRAVENWEZEL-VERSPR. BEW. ZUID-WEST,7877.6,950317.69
65,39931,11039B091,11039,B091,OUDAAN - LAGE HAAR,17565.11,6323826.94
67,39933,11039B19-,11039,B19-,HOF TER LINDEN - DE ZETTEN,11369.37,2074057.88
75,39934,11040A072,11040,A072,BRAAM,5805.75,753893.85
78,39935,11040A0PA,11040,A0PA,VERBINDINGSGEBIED AMERO - VORDENSTEIN,12228.29,3718929.92
83,39936,11040A14-,11040,A14-,KONINGSHOF,8489.99,2152829.16
84,39937,11040A182,11040,A182,PETAPPELTOREN,6561.35,1709601.93
85,39938,11040A191,11040,A191,SEPENBURG,4852.87,457490.61
91,39941,11040A253,11040,A253,BOEKENBORG,1686.61,152701.19
97,39945,11040A381,11040,A381,BOTERMELK,6396.03,1614449.83
98,39946,11040A391,11040,A391,ZEURT,9409.47,3601844.87
95,39944,11040A312,11040,A312,LAARSEBEEK,2295.96,198083.01
99,39947,11040A40-,11040,A40-,HEIDEBAD,4978.53,1377834.62
100,39948,11040A410,11040,A410,SAS 6,1630.17,140377.17
104,39952,11040A67-,11040,A67-,ALBERTKANAAL-ZUID,4719.14,357005.58
105,39953,1104411PQ,11044,11PQ,ACHTERHOEK,2801.97,264652.7
280,40058,11057A110,11057,A110,MOSTHEUVEL,6526.69,1436111.29
282,40059,11057A191,11057,A191,NOOITRUST,10487.13,4096946.14
289,40062,11057B0PA,11057,B0PA,RANDGEBIED OOSTMALLE,30478.35,12621480.31
301,40065,12002A0PB,12002,A0PB,ALFLAAR - PLASLOOP,25860.04,7200916.64
303,40067,12002A200,12002,A200,HEIKANT,4369.88,808197.1
304,40068,12002A21-,12002,A21-,MELKOUWEN,4465.18,579703.49
307,40070,12002A3MA,12002,A3MA,HELLEGAT,3277.32,452998.87
308,40071,12002A3PA,12002,A3PA,BRANDESTRAAT - SCHAARBROEK,19187.75,6073546.17
314,40073,12005A091,12005,A091,VIJVERSTEEN,9834.66,2454297.75
315,40074,12005A100,12005,A100,PUTSE STEENWEG - SINT-LUDWINA,6054.62,972611.5
317,40075,12005A122,12005,A122,BEFFERVELDEN,4378.93,330964.34
319,40077,12005A190,12005,A190,ZELLAER-GROOTHOEVE,17625.79,3815509.04
321,40078,12005B01-,12005,B01-,HEIDE,7511.88,1712823.46
323,40079,12005B0PN,12005,B0PN,HOLLAKEN - CASSENBROEK,18205.8,3888357.43
328,40082,12005B39-,12005,B39-,DOORNLAAR,8195.34,2684229.94
336,40083,12007A081,12007,A081,BORNEM-VERSPREIDE BEWONING,15670.3,6618111.86
338,40085,12007A100,12007,A100,BRANST,5102.99,824390.46
341,40086,12007A183,12007,A183,KRAAIENBROEKEN(BORNEM),4630.26,440801.27
343,40087,12007B00-,12007,B00-,HINGENE-CENTRUM,5277.89,757198.07
344,40088,12007B012,12007,B012,"""T ZAND - WATERINGEN",3250.5,327990.58
345,40089,12007B081,12007,B081,HINGENE-VERSPREIDE BEWONING,7335.48,2518463.95
374,40110,12009A282,12009,A282,VOOGDIJ,10697.55,3230159.38
375,40111,12009A293,12009,A293,NAALSTRAAT,6388.9,1081921.59
393,40114,12014A49-,12014,A49-,MUNKSBOSSEN,6675.52,1907036.02
397,40116,12014A5MA,12014,A5MA,INDUSTRIE HEISTSEN HOEK,6948.78,1865831.51
417,40124,12014E01-,12014,E01-,BOOISCHOT -STATION-N. -SPOORW.,2948.96,356336.32
421,40126,12014E10-,12014,E10-,PIJPELHEIDE-KERN,3831.74,499196.52
398,40117,12014A5PA,12014,A5PA,WERFT OF DE BIEKORF,8436.33,1083713.55
410,40121,12014C19-,12014,C19-,HEESTEN,6518.74,1815894.4
414,40122,12014D08-,12014,D08-,WIEKEVORST -VERSPR. BEW. -OOST,10706.17,2442881.55
415,40123,12014D090,12014,D090,WIEKEVORST-VERSPR.BEW.-NOORDW.,17538.31,6053771.38
422,40127,12014E11-,12014,E11-,BOOISCHOT -STATION-Z. -SPOORW.,2828.75,199739.17
428,40130,12014F022,12014,F022,KAPELLEKESDREEF,3877.4,401960.49
429,40131,12014F091,12014,F091,SCHRIEK-VERSPREIDE BEWONING,18653.84,8092390.22
430,40132,12014F10-,12014,F10-,GROOTLO-KERN,2233.07,108592.24
424,40128,12014E191,12014,E191,PIJPELHEIDE - VERSPREIDE BEW.,12488.61,2896070.64
431,40133,12014F18-,12014,F18-,KOUWLEZEN,3648.39,478510.33
441,40136,12021A122,12021,A122,BIST,2884.16,258162.95
440,40135,12021A111,12021,A111,KLOOSTERHEIDE,8268.33,1873193.35
444,40138,12021A19-,12021,A19-,FORT,15906.86,7549636.96
447,40139,12021A291,12021,A291,LACHENEN - PULLAAR,18863.04,6982870.7
454,40140,12021A40-,12021,A40-,LISP,4291.57,671379.47
459,40141,12021A4PA,12021,A4PA,LIER NOORD-WEST,21623.36,5913006.94
460,40142,12021A512,12021,A512,BEUNT,2687.07,155992.9
483,40145,12025A245,12025,A245,LIERSE STEENWEG,1814.86,117617.29
487,40148,12025A31-,12025,A31-,PAPENHOF,2752.18,419957.56
1995,40548,13053D19-,13053,D19-,VORST - AUTOWEG,12827.31,1829400.08
3430,41366,23096A091,23096,A091,ZEMST-VERSPREIDE BEWONING,4308.57,10704.07
3438,41371,23096B011,23096,B011,STEPPEKE,731.96,937.44
3444,41377,23096B223,23096,B223,MUIZENSTRAAT - HANSWIJKHOEK,1255.27,1336.68
3445,41378,23096B291,23096,B291,WERFHEIDE,1321.97,1722.74
3607,41481,24001A101,24001,A101,OURODENBERG,900.18,1408.65
3935,41645,24048A2AA,24048,A2AA,LOZENHOEK,158.1,25.91
3936,41646,24048A2PA,24048,A2PA,HEIKANT,5437.79,7436.3
906,40351,13011B000,13011,B000,NOORDERWIJK-KERN,5042.64,859572.74
911,40354,13011B083,13011,B083,VENHEIDE -HOOGTON -BROEKHOVEN,10965.48,1939186.08
912,40355,13011B091,13011,B091,NOORDERWIJK-VERSPR. BEWONING,18217.42,7558838.83
915,40357,13011C090,13011,C090,MORKHOVEN-VERSPREIDE BEWONING,12840.15,4097014.82
920,40358,13012A0MV,13012,A0MV,INDUSTRIE,4175.49,542593.63
924,40360,13013A02-,13013,A02-,VARENWINKEL,8798.12,2352264.84
927,40361,13013A083,13013,A083,LANGDONKEN,9207.14,2366812.11
928,40362,13013A091,13013,A091,RAEMBROEK -ASBROEK-DRY EYKEN - MOLENVLOED -HOOILAAR,39709.33,12062752.36
933,40365,13013A290,13013,A290,HELSCHOT - VISPOEL - SCHRIEKEN,25580.32,9119618.66
943,40367,13014A042,13014,A042,GROENWOUD,5060.12,826853.11
945,40368,13014A084,13014,A084,MARK - BOSLOOP,9385.6,1058101.98
946,40369,13014A0MA,13014,A0MA,DE KLUIS,6479.71,1447218.81
947,40370,13014A0PA,13014,A0PA,MUZEMENTEN,17164.05,7682378.84
951,40372,13014B19-,13014,B19-,BERGEN - HAL - HEERLE,15583.79,9199092.77
952,40373,13014C00-,13014,C00-,MEER-DORP,3576.22,475794
1809,40464,13031A091,13031,A091,LAGE DARISDONK,11403.21,2641542.82
1812,40465,13031A122,13031,A122,DREVEN - HOEKVEN,10181.1,3613871.73
1813,40466,13031A1PN,13031,A1PN,ZWANEVEN-ZUID,21128.23,9555708.86
1814,40467,13031A20-,13031,A20-,OOSTHOVEN,3090.04,369151.29
1817,40469,13031A232,13031,A232,WERKENDAM,3345.06,398176.19
1819,40470,13031A280,13031,A280,PANNENFABRIEK,9870.37,1555792.49
1824,40473,13035A020,13035,A020,BOVENHEIDE,6577.08,972644.5
1828,40474,13035A0PA,13035,A0PA,RAVELS-ZUID,30811.87,7707931.19
1832,40476,13035A292,13035,A292,KIJKVERDRIET,8864.74,3210099.69
1837,40477,13035B0PA,13035,B0PA,WEELDE-INDUSTRIEZONE,31308.51,14783851.8
1841,40479,13035B20-,13035,B20-,WEELDE - STATION,3619.04,658516.07
1847,40480,13035C02-,13035,C02-,MAARLE,4012.25,296938.76
1852,40482,13035C0JB,13035,C0JB,TULDERHEIDE-TULDERBOS,2616.96,343735.13
1853,40483,13035C0PB,13035,C0PB,TULDERSE HEIDE - BOERENBOND,15905.01,8261799.73
1908,40505,13040A40-,13040,A40-,WEELDE - STATION,3688.43,510389.02
1909,40506,13040A412,13040,A412,KAMPHEIDE,1968.38,216426.07
1854,40484,13035C10-,13035,C10-,AARLE-KERN,2271.47,146751.38
1858,40486,13036A000,13036,A000,RETIE-KERN,5828.3,872704.74
1863,40488,13036A112,13036,A112,BERKENSTRAND -POSTEL TER HEIDE,7737.61,3069495.87
1867,40489,13036A264,13036,A264,BEVERDONKSE HEIDE,17223.38,5572826.89
1880,40494,13037A100,13037,A100,SINT-JOZEF,7876.16,969386.4
1882,40496,13037A162,13037,A162,BREEBOS,2799.29,351615.27
1883,40497,13037A181,13037,A181,MEERLEHOVEN,8475.76,2982259.63
1897,40500,13040A091,13040,A091,TURNHOUT-VERSPR.BEW.,22283.93,16062869.32
1898,40501,13040A100,13040,A100,SCHORVOORT,5955.08,1616148.06
1904,40503,13040A2PA,13040,A2PA,ZEVENDONK,21501.38,11915265.47
1968,40533,13049B180,13049,B180,TRUCHELVEN - ILSE VELDEN,15319.67,4065681.7
1969,40534,13049B190,13049,B190,OOSTERWIJK - HAARD - VERSPREIDE BEWONING - WEST,12281.52,2848684.44
1981,40537,13053A090,13053,A090,VEERLE-VERSPREIDE BEWONING,29538.14,7377205.31
1984,40540,13053B09-,13053,B09-,VARENDONK,14271.45,3661323.06
1985,40541,13053C000,13053,C000,EINDHOUT-DORP,6338.54,1371344.68
1986,40542,13053C012,13053,C012,HEIKANT,4149.88,489672.99
1987,40543,13053C0MA,13053,C0MA,LAAKDALEINDHOUT,4621.26,764330.79
1988,40544,13053C0PA,13053,C0PA,EINDHOUT-VERSPREIDE BEWONING,15772.82,6782756.78
1993,40546,13053D11-,13053,D11-,VERBOEKT,6432.47,1077858.25
1994,40547,13053D12-,13053,D12-,LANGVOORT - GIJPERSTRAAT,9578.61,1978064.14
3048,41158,23039A041,23039,A041,KAMBOS,1923.82,2617.44
3053,41160,23039A132,23039,A132,LEIWIJK,1003.66,1168.49
3054,41161,23039A183,23039,A183,OKSDONKSESTRAAT,1189.42,2049.58
3055,41162,23039A194,23039,A194,TRIEST,4843.25,7167.64
3061,41167,23039C08-,23039,C08-,VINNEKEN,1995.78,1289.62
3062,41168,23039C0PN,23039,C0PN,BERENBROEK,1158.55,1246.12
560,40180,12025F290,12025,F290,SINT-ALBERTUS-VERSPREIDE BEW.,2652.7,331060.63
562,40182,12025F391,12025,F391,MUIZENHOEK,11282.06,2818932.56
565,40183,12026A02-,12026,A02-,BOSKOEK,5263.55,1231821.14
570,40186,12026A111,12026,A111,LILLO,4748.2,933467.1
577,40188,12026C080,12026,C080,BOGAERTSHEIDE - OEFENPLEIN,18178.13,6950416.41
580,40189,12026C112,12026,C112,BIST,5797.36,782213.41
588,40191,12029A083,12029,A083,PUTTE-VERSPREIDE BEW. NOORD,22718.14,6884849.25
589,40192,12029A091,12029,A091,PUTTE-VERSPREIDE BEWONING ZUID,15855.41,6783175.14
591,40194,12029A19-,12029,A19-,GRASHEIDE-VERSPREIDE BEWONING,17247.44,6115253.03
593,40195,12029A21-,12029,A21-,PEULIS-ZUID,1748.8,113980.52
595,40196,12029A292,12029,A292,GROT,5775.41,1450546.06
597,40198,12029A2PW,12029,A2PW,PEULISBOSSEN,11739.03,1196184.93
598,40199,12029A393,12029,A393,HULZEN,5699.72,1005059.93
600,40201,12029B01-,12029,B01-,KOESTRAAT,4593.66,792752.65
602,40202,12029B082,12029,B082,VOGELZANG,10897.83,1850304.93
605,40205,12030A000,12030,A000,PUURS-CENTRUM,3945.82,381840.88
607,40207,12030A020,12030,A020,KEULENDAM,3148.85,415758.05
609,40208,12030A083,12030,A083,MOLENBEEK,6274.88,570194.49
613,40210,12030A12-,12030,A12-,KLEINE AMER,2677.66,222367.79
618,40211,12030A186,12030,A186,MOERPLAS,10529.69,2043613.8
626,40214,12030B0MA,12030,B0MA,INDUSTRIEZONE A. RUPEL/ZEEKANAAL,7690.42,1879877.84
630,40216,12030B192,12030,B192,GORREBROEK,5340.37,898365.87
631,40217,12030B210,12030,B210,PULLAAR - RIJWEG,5186.81,394192.54
627,40215,12030B0PA,12030,B0PA,POLDERS RUISBROEK,13439.76,2239653.99
632,40218,12030B272,12030,B272,PULLAAR - INDUSTRIE,4800.77,725436.3
634,40220,12030C020,12030,C020,PULLAAR - RIJWEG,5141.47,546581.63
636,40222,12030C091,12030,C091,BREENDONK-VERSPREIDE BEWONING,13368.12,4903944.07
641,40223,12030D091,12030,D091,LIEZELE-VERSPREIDE BEWONING,17936.65,4808303.55
647,40226,12034A08-,12034,A08-,KUITEGEMSTRAAT,2731.21,338657.72
708,40254,12040C010,12040,C010,BLAASVELD - STATION,3799.05,563628.54
709,40255,12040C02-,12040,C02-,KLEINE HEIDE,2759.65,198217.08
715,40257,12040D091,12040,D091,TISSELT-OOST-VERSPREIDE BEW.,11493.08,2172574
762,40285,13003A692,13003,A692,BERKENBOS - ROUW,6883.34,2106000.65
716,40258,12040D0MA,12040,D0MA,WOLVENWEG - KERSDONK,2973.07,367525.08
717,40259,12040D0PA,12040,D0PA,ETERNIT,15640.99,3519989.03
719,40261,12040D192,12040,D192,PETERSTRAAT-WEST,2890.9,390210.79
720,40262,13001A00-,13001,A00-,ARENDONK-DORP,4888.03,774481.97
722,40263,13001A02-,13001,A02-,WIPPELBERG - ASSELBERGEN,5344.44,916826.24
726,40264,13001A091,13001,A091,REENHEIDE - DE LUSTHOVEN - DE ZESHONDERD,29758.9,15717837.28
728,40265,13001A0PA,13001,A0PA,WATERING,23704.24,9152631.71
730,40266,13001A19-,13001,A19-,ONDER D'EIKE - GRENS - ROEST,23471.89,17840296.64
735,40268,13002A000,13002,A000,BAARLE-HERTOG -CENTRUM,7983.86,482825.59
736,40269,13002A012,13002,A012,BAARLE-HERTOG - DORP NOORD - MOLENBAAN,7803.59,296194.63
737,40270,13002A023,13002,A023,BAARLE-HERTOG -DORP ZUID,2979.39,192966.2
740,40272,13002A19-,13002,A19-,GINHOVEN - GEL - ENCLAVES,22533.18,4653456.84
747,40273,13003A08-,13003,A08-,KEIHEUVEL,31067.49,9696678.09
750,40276,13003A1MJ,13003,A1MJ,WEZEL FABRIEK,6032.88,1329356.63
752,40277,13003A29-,13003,A29-,SCHOORHEIDE-VERSPREIDE BEW.,27187.43,10845524.83
754,40279,13003A39-,13003,A39-,KERKHOVEN,7395.58,1716064.84
755,40280,13003A401,13003,A401,ROSSELAAR-CENTRUM,5461.14,1602788.38
756,40281,13003A412,13003,A412,ROSSELAAR-ZUID,6424.11,1234844.12
837,40321,13008A61-,13008,A61-,HEZE,3846.51,598053.27
760,40283,13003A590,13003,A590,HULSEN-VERSPREIDE BEWONING,25308.86,6598811.86
778,40290,13004A021,13004,A021,VOORKENS,3805.79,630079.91
781,40292,13004A080,13004,A080,BEERSE-VERSPR. BEW.-NOORD-OOST,10531.38,4344089.95
782,40293,13004A0MA,13004,A0MA,INDUSTRIEZONE ZUID,2830.48,447516.82
787,40296,13004A18-,13004,A18-,BEERSE-VERSPREIDE BEWONING,10181.7,4483271.64
788,40297,13004A191,13004,A191,EKSTERGOOR,7260.91,2457664.8
876,40338,13010A292,13010,A292,VIERSELSEHEIDE,10189.52,2289429.97
877,40339,13010B00-,13010,B00-,BOUWEL-KERN,3365.55,463008.27
878,40340,13010B01-,13010,B01-,LANGENHEUVEL,5878.51,1154904.16
882,40343,13010B091,13010,B091,ECHELPOEL,8719.07,3325746.54
890,40346,13011A0PA,13011,A0PA,VUILVOORT - ROOST - ADDERNESTEN - GOORKENS,9561.85,2012478.72
899,40348,13011A270,13011,A270,WOLFSTEE,10117.87,1891166.47
900,40349,13011A291,13011,A291,LENSKENSLOOP - HEIRENBROEK,11644.74,1807169.9
955,40374,13014C041,13014,C041,GESTEL,6756.72,1130840.68
958,40375,13014C0MA,13014,C0MA,TRANSPORTZONE,3658.79,622406.95
961,40377,13014C191,13014,C191,HEIEINDE -MAAIHOEK -DE MOSTEN,14824.19,4939138.64
969,40378,13014D0PB,13014,D0PB,STRIJBEEK - ELSAKKER - HEERLE,50618.87,19168012.64
970,40379,13014D10-,13014,D10-,MEERSEL - DREEF,7082.59,1345225.54
975,40380,13014E090,13014,E090,WORTEL-VERSPREIDE BEWONING,27871.19,6627490.8
977,40381,13014E19-,13014,E19-,KOLONIE - STAAKHEUVEL,15259.49,5721995.27
978,40382,13016A000,13016,A000,HULSHOUT-KERN,7812.59,1966553.09
